model,alpha,n_obs,exceptions,expected_exceptions,exception_rate,Kupiec_LR,Kupiec_p,Kupiec_reject,Christoffersen_ind_LR,Christoffersen_ind_p,Christoffersen_cc_LR,Christoffersen_cc_p,DQ_stat,DQ_p,overall_pass,ESR_p,mean_fz_loss,rank
GARCH_t,0.975,987,24,24.675000000000022,0.0243161094224924,0.019109113409797374,0.8900541281023614,False,1.1976294504358407,0.27379599004119026,1.216738563845638,0.5442376440023919,4.981552720221208,0.5461812964873971,True,0.3928393557275869,-3.793573359541429,1
FHS,0.975,987,14,24.675000000000022,0.014184397163120567,5.59945037411876,0.017966112981403937,True,0.4033061263788227,0.5253867560227603,6.002756500497583,0.049718496593886385,6.966015528141797,0.3240015121029436,False,0.18735263257363055,-3.78463606207407,2
EWMA_Normal,0.975,987,29,24.675000000000022,0.029381965552178316,0.7367713261993458,0.3906971044665625,False,1.757844845676459,0.1848935575791083,2.494616171875805,0.2872770821481727,5.459146800052855,0.4864080576899671,True,0.10335725729771483,-3.771680802184586,3
GARCH_EVT,0.975,987,13,24.675000000000022,0.013171225937183385,6.829200708324834,0.008967938784069207,True,0.3473895752786973,0.5555945608668107,7.176590283603531,0.02764542179377738,8.112583222162884,0.22997069418427862,False,0.16574947493876868,-3.76891442383965,4
MS_POT_Mixture,0.975,987,15,24.675000000000022,0.015197568389057751,4.514734407344889,0.03360410301917094,True,0.46345818717034604,0.4960122042000408,4.978192594515235,0.08298492640493782,4.804618042167927,0.5691055902688855,False,0.665948912547053,-3.7324027263180706,5
HistoricalSimulation,0.975,987,11,24.675000000000022,0.011144883485309016,9.769716014068422,0.0017740985436649481,True,0.2482103939250777,0.6183380224643995,10.0179264079935,0.006677823258810944,14.156272639761653,0.02793840115613344,False,0.1695035188477525,-3.586755598836612,6
Static_POT_EVT,0.975,987,11,24.675000000000022,0.011144883485309016,9.769716014068422,0.0017740985436649481,True,0.2482103939250777,0.6183380224643995,10.0179264079935,0.006677823258810944,18.25994454761554,0.005614378224308325,False,0.14062635681725943,-3.575090878676285,7
