regime,soft_filtered_occupancy,soft_smoothed_occupancy,hard_filtered_occupancy,hard_smoothed_occupancy,hard_smoothed_count,p_jj,expected_duration_days,mean_conditional_vol,median_conditional_vol,return_mean,return_std
0,0.5775195344810677,0.578142877455489,0.5888232621535665,0.6006360745115856,1322,0.9867557109072911,75.50424133753678,0.008281223492277438,0.007637273279122796,0.0009070922060079943,0.007170679299854212
1,0.42248046551893215,0.4218571225445095,0.41117673784643344,0.3993639254884144,879,0.9813815049603625,53.710033913646996,0.011599444828667,0.01212425515201137,-0.0005332044343606259,0.01282042835074757
