regime,xi,xi_ci_lo,xi_ci_hi,beta,beta_ci_lo,beta_ci_hi,finite_mean_ok
0,-0.22409617479517588,-0.4763638804786017,-0.07065573342089838,0.6358256802243746,0.4961574087404108,0.8634558851180486,True
1,0.3678070771377746,-0.20980793713275203,0.7918633372923881,0.2977663162582381,0.16455547209010885,0.5387029515187465,True
