regime,max_prob_mean,max_prob_median,share_ge_0_80,share_lt_0_60
0,0.908169668196062,0.978674295841788,0.8267776096822995,0.06580937972768533
1,0.9182114085047336,0.978359720717183,0.8498293515358362,0.04664391353811149
